Company Name,Company ID,Company Type,Origin,Is Subsidiary,Parent,Property Name,Also Known As,Property ID,Royalty,Equity,Controlling Ownership,Operator,Country/ Region,Country/Region Risk Score & Outlook,Development Stage,Status,Commodity(s),Primary Commodity,Primary Reserves and Resources,Unit,Total In-Situ Value ($M),Reserves & Resources As Of Date,Project Type,Coordinates,Coordinate Accuracy,Map Link,Construction Start,Production Start,Closure ,Sources/Notes
Pluspetrol Resources Corporation B.V.,8174863,Private,Netherlands,No,Pluspetrol Resources Corporation B.V.,Salta Lithium,"Ariza Sur, Arizaro, Arizaro Salar, Cauchari, Centenario, Guayos, Incahuasi, Incahuasi Salar, La Filomena, La Maderita, Lidia, Luxemburgo, Maderita, Mina Villanovena, Moncho, North Rincon, Pocitos, Pocitos 11, Pocitos East, Pocitos Salar, Pocitos salares, Pocitos West, Pular, Rincon, Rincon North, Rincon Salar, Rincon Salares, Salar de Arizaro, Salar de Incahuasi, Salar de Pular, Salar del Rincon, Salar Pocitos, Salinas Grandes, Salinita, Salinita Norte, Sisifo, Sulfa, Tabapocitos, Tabapocitos 01, Tabapocitos 02, Villanovena, Villanoveno 1, Villanoveno I",78568,,,0,Power Minerals Ltd.,Argentina,2.7 High,Prefeas/Scoping,Active,"Lithium, Potash, Magnesium",Lithium,288960.0,tonnes,4683.5,11/1/23,Brine,"-24.112700,-67.172650",Exact,,,,,
Pluspetrol Resources Corporation B.V.,8174863,Private,Netherlands,No,Pluspetrol Resources Corporation B.V.,Salar de Salinas Grandes,"Cangrejillo, Guayatayoc, Salar Salinas Grandes",37470,,100.0,100,Pluspetrol Rsrc Corp B.V.,Argentina,2.7 High,Reserves Development,Active,"Lithium, Potash",Lithium,96800.0,tonnes,1568.9,3/6/12,Brine,"-23.728560,-65.946390",Exact,,,,,
Pluspetrol Resources Corporation B.V.,8174863,Private,Netherlands,No,Pluspetrol Resources Corporation B.V.,Salinas Grandes/Guayatayoc,"Guayatoyoc, Navidad, Salinas Grande, San Jose, San Jose-Navidad",38323,,51.0,51,Pluspetrol Rsrc Corp B.V.,Argentina,2.7 High,Target Outline,Active,Lithium,Lithium,,,,,Brine,"-23.093760,-65.963330",Exact,,,,,
Pluspetrol Resources Corporation B.V.,8174863,Private,Netherlands,No,Pluspetrol Resources Corporation B.V.,Mina Sisifo/Mina Patilla,"Incahuasi, Incahuasi Salar, Mina Patilla, Mina Sisifo, Salar de Incahuasi, Salar de Pular",41867,,100.0,100,Pluspetrol Rsrc Corp B.V.,Argentina,2.7 High,Reserves Development,Active,"Lithium, Potash",Lithium,,,,,Project,"-24.235330,-67.516650",Exact,,,,,
Pluspetrol Resources Corporation B.V.,8174863,Private,Netherlands,No,Pluspetrol Resources Corporation B.V.,Salar de Arizaro,Arizaro,81348,,40.0,40,Pluspetrol S.A.,Argentina,2.7 High,Exploration,Active,Lithium,Lithium,,,,,Project,"-24.886450,-67.774020",Exact,,,,,
Pluspetrol S.A.,22799155,Private,Peru,Yes,Pluspetrol Resources Corp. B.V.,Salar de Arizaro,Arizaro,81348,,60.0,60,Pluspetrol S.A.,Argentina,2.7 High,Exploration,Active,Lithium,Lithium,,,,,Project,"-24.886450,-67.774020",Exact,,,,,
Portofino Resources Inc.,269319837,Public,Canada,No,Portofino Resources Inc.,Salar De Arizaro,"Argento, Arizaro, Arizaro Area IV, Arizaro IV, SALARI 07, SALARI 08, The Salar, TOLAR 02, TOLAR 05, TOLAR 06, TOLAR 10",87450,,,0,Lithium Chile Inc.,Argentina,2.7 High,Prefeas/Scoping,Active,Lithium,Lithium,1665288.0,tonnes,26991.0,4/9/24,Brine,"-24.770140,-67.709720",Exact,,,2028,2047,
Portofino Resources Inc.,269319837,Public,Canada,No,Portofino Resources Inc.,Yergo,Aparejos Salar,87762,,100.0,100,Portofino Resources Inc.,Argentina,2.7 High,Target Outline,Active,Lithium,Lithium,,,,,Project,"-27.670820,-68.424620",Exact,,,,,
Power Metals Corp.,32343033,Public,Canada,No,Power Metals Corp.,Case Lake,"Abbotsford, Case, Case Batholith, Case Lake Main, Case Main, Case Pegmatite, Challies townships, Circle Lake, CLP, Dome 9, Dome Nine, East Dyke, Fall, Henry Dome, Joe Creek, Kenning Lake, Larder Lake, Main Dyke, Main Zone, North Claim Block, North Dyke, Northeast Dyke, Pliny, Scapa, South Dyke, Steele, West Claim Block, West Joe, West Joe Dyke",32118,,100.0,100,Power Metals Corp.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum, Caesium",Lithium,,,,,Project,"49.056020,-79.928440",Exact,,,,,
Power Metals Corp.,32343033,Public,Canada,No,Power Metals Corp.,Larder River,,78254,,65.0,65,MGX Minerals Inc.,Canada,1.4 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"44.720660,-64.489950",Exact,,,,,
Power Metals Corp.,32343033,Public,Canada,No,Power Metals Corp.,Gullwing-Tot,"Gullwing, Gullwing Extension, Gullwing North, Little Wing, Tot Lake",81872,1.0,,,Critical Resources Ltd.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum, Caesium",Lithium,,,,,Project,"49.915950,-92.543480",Exact,,,,,
Power Metals Corp.,32343033,Public,Canada,No,Power Metals Corp.,Paterson Lake,"Cook, Jesse, Marko, Rhea",81873,,65.0,65,Power Metals Corp.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum, Caesium",Lithium,,,,,Project,"50.271950,-94.515760",Exact,,,,,
Power Minerals Limited,22225752,Public,Australia,No,Power Minerals Limited,Salta Lithium,"Ariza Sur, Arizaro, Arizaro Salar, Cauchari, Centenario, Guayos, Incahuasi, Incahuasi Salar, La Filomena, La Maderita, Lidia, Luxemburgo, Maderita, Mina Villanovena, Moncho, North Rincon, Pocitos, Pocitos 11, Pocitos East, Pocitos Salar, Pocitos salares, Pocitos West, Pular, Rincon, Rincon North, Rincon Salar, Rincon Salares, Salar de Arizaro, Salar de Incahuasi, Salar de Pular, Salar del Rincon, Salar Pocitos, Salinas Grandes, Salinita, Salinita Norte, Sisifo, Sulfa, Tabapocitos, Tabapocitos 01, Tabapocitos 02, Villanovena, Villanoveno 1, Villanoveno I",78568,,100.0,100,Power Minerals Ltd.,Argentina,2.7 High,Prefeas/Scoping,Active,"Lithium, Potash, Magnesium",Lithium,288960.0,tonnes,4683.5,11/1/23,Brine,"-24.112700,-67.172650",Exact,,,,,
Power Minerals Limited,22225752,Public,Australia,No,Power Minerals Limited,La Borita,"17 de Junio, Amelia, Antafalla, Antefalla, Antofalla, Antofalla Salar, Archibara, Archibara I-III, Archibarca, Archivarca N., Betito, Fenix, Guayracocha, Laguna de Aparoma, Laguna del Salitre, Laguna Verde, Laguna Verde I-III, Salar Laguna Verde, ULTRA 1",57753,,,0,Ultra Lithium Inc.,Argentina,2.7 High,Target Outline,Active,"Lithium, Potash, Magnesium",Lithium,,,,,Project,"-25.358850,-67.480400",Exact,,,,,
Premier African Minerals Limited,224602341,Public,United Kingdom,No,Premier African Minerals Limited,Zulu,"Acorn, Altyr, Cakewalk, Deep Purple, EPO, EPO 1779, Main Zone, Morsel, New Zone, North Pit, Pioneer, SE Zone, Sheepskin, South Pegmatite Zone, South Pit, Southeast zone, Walkover",41737,,100.0,100,Premier African Minerals Ltd.,Zimbabwe,3.8 Very High,Commissioning,Active,"Lithium, Tantalum, Spodumene, Rubidium",Lithium,107366.0,tonnes,1992.3,1/31/24,Open Pit,"-20.038510,29.406690",Exact,,,2024,,
Premier African Minerals Limited,224602341,Public,United Kingdom,No,Premier African Minerals Limited,Alto Ligonha,"9166L, 9167L, 9168L, 9188L, 9190L",83746,,100.0,100,Premier African Minerals Ltd.,Mozambique,3.1 High,Target Outline,Active,"Lithium, Gold",Lithium,,,,,Project,"-15.393140,38.090330",Exact,,,,,
Premier African Minerals Limited,224602341,Public,United Kingdom,No,Premier African Minerals Limited,Odzi West,"Bepe, Bikita, Grey Lady, Li3, Mutare, Nels Luck, Odzi-Mutare, PL018207A, PL019039AA, PL019040A, Tals 5",83748,,100.0,100,Premier African Minerals Ltd.,Zimbabwe,3.8 Very High,Target Outline,Active,"Lithium, Caesium, Tantalum, Beryllium, Niobium, Tin",Lithium,,,,,Project,"-19.279580,31.865760",Exact,,,,,
Prospect Resources Limited,73927178,Public,Australia,No,Prospect Resources Limited,Step Aside,"Colga, Colga Hill, ME19948BM, Pegmatite B, Pegmatite C, Pegmatite E, WinBin",88950,,90.0,100,Prospect Resources Ltd.,Zimbabwe,3.8 Very High,Target Outline,Active,"Lithium, Caesium, Tantalum",Lithium,,,,,Project,"-17.716190,31.413970",Exact,,,,,
Prospect Resources Limited,73927178,Public,Australia,No,Prospect Resources Limited,Bikita Gem,,92160,,51.0,51,Prospect Resources Limited,Zimbabwe,3.8 Very High,Target Outline,Active,Lithium,Lithium,,,,,Project,"-19.956020, 31.435830",Exact,,,,,
Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel - -,2421202,Public,Russia,No,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel - -,Kolmozerskoye,Kolmozersky,91921,,,,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,Russia,4.0 Very High,Target Outline,Active,Lithium,Lithium,,,,,Project,"67.980190, 36.957440",Approximate,,,,2064,
Q Precious & Battery Metals Corp.,530389840,Public,Canada,No,Q Precious & Battery Metals Corp.,La Corne South,,91717,,100.0,100,Q Precious & Battery Metals Co,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Copper, Zinc ",Lithium,,,,,Project,"48.310320, -77.719500",Exact,,,,,
Q2 Metals Corp.,134645387,Public,Canada,No,Q2 Metals Corp.,Mia,"Carte, MIA 1, MIA 10, MIA 2, MIA 3, MIA 5, Mia 7, MIA 8, MIA 9, Mia Li-1, Mia Li-2, Mia South",90454,,100.0,100,Q2 Metals Corp.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum",Lithium,,,,,Project,"53.130340,-77.953290",Exact,,,,,
Q2 Metals Corp.,134645387,Public,Canada,No,Q2 Metals Corp.,Cisco,"CO1, CO15, CO2, CO3, CO8, Discovery",91616,,100.0,100,Q2 Metals Corp.,Canada,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"50.649330,-77.466100",Exact,,,,,
QMC Quantum Minerals Corp,66336774,Public,Canada,No,QMC Quantum Minerals Corp,Irgon,"Cat Lake, Central, Euclid Lake, Irgon Dike, Irgon South #1, Irgon South #2, Irgon South #3, Mapetre",79892,,100.0,100,QMC Quantum Minerals Corp,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum",Lithium,16420.0,tonnes,266.1,12/31/56,Project,"50.607200,-95.396960",Exact,,,,,
"Qinghai Salt Lake Industry Co.,Ltd -",9105173,Public,China,No,"Qinghai Salt Lake Industry Co.,Ltd -",Chaerhan Lake,Qaidam Basin,38549,,100.0,100,Qinghai Salt Lake Industry Co,China,2.0 Elevated,Operating,Active,"Lithium, Potash",Lithium,,,,,Brine,"36.784540, 95.240380",Exact,,,,,
Quebec Rare Earth Elements Corp.,3181440,Public,Canada,No,Quebec Rare Earth Elements Corp.,WRL,"Dumont, Montagne, Spodumene Lake, Whabouchi Regional",80098,,80.0,80,Quebec Rare Earth Elements Cor,Canada,1.4 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"51.634580,-75.567550",Exact,,,,,
Raiden Resources Limited,544785331,Public,Australia,No,Raiden Resources Limited,Andover,"Andover North, Andover South, E47/3849, E47/4061, E47/4062, E47/4063, P47/2028, Southern Corridor, Target Area 1, Target Area 2, Target Area 3, Target Area 7",91859,,100.0,100,Raiden Resources Ltd.,Australia,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"-20.762840, 117.183670",Exact,,,,,
Ramelius Resources Limited,7689786,Public,Australia,No,Ramelius Resources Limited,Kathleen Valley,"Big Mill Well, E36/879, Kathleen Corner, Kathleen Valley Stockpile, Kathleens Corner, Kathleen's Corner, KV, ML 36/264, ML 36/265, ML 36/365, ML 36/375, ML 36/376, ML 36/441, ML 36/459, ML 36/460, ML 36/696, Mount Mann, Mt Mann, North West Flats, North-West Flats, NWF, Palmyra, WC11/7",77779,,,0,Liontown Resources Ltd.,Australia,1.4 Moderate,Operating,Active,"Lithium, Tantalum, Spodumene",Lithium,2090000.0,tonnes,38718.8,11/11/21,"Open Pit, Underground","-27.469480,120.558020",Exact,,,,,
Reach Resources Limited,8180956,Public,Australia,No,Reach Resources Limited,Morrissey Hill,"Amphion, Bonzer, Broteas, Camel Hill, E 09/2354, E 09/2375, E 09/2377, E 09/2388, E09/2375, E09/2377, E09/2748, Malibu, Morrissey Hill South, Peggy Sue, Pelops, Shore Break, Sunset Boulevard, Swallowtail, Wabli Creek, Wabli Creek North, Yinnetharra",91017,,,0,Delta Lithium Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Caesium, Tantalum, Niobium, Lanthanides",Lithium,,,,,Project,"-24.537120,116.179440",Exact,,,2024,2046,
Recharge Resources LTD.,139403174,Public,Canada,No,Recharge Resources LTD.,Pocitos 1,"Pocitos, Pocitos 2, Pocitos I, Pocitos II, Pocitos One, Pocitos Salar",88782,,100.0,100,Recharge Resources Ltd.,Argentina,2.7 High,Reserves Development,Active,"Lithium, Magnesium, Borates",Lithium,308000.0,tonnes,4992.1,12/18/2023,Brine,"-24.478540,-67.020770",Exact,,,,,
Red Rock Resources Plc,23019683,Public,United Kingdom,No,Red Rock Resources Plc,Zimbabwe Lithium,,91492,,100.0,100,Red Rock Resources Plc,Zimbabwe,3.8 Very High,Operating,Active,Lithium,Lithium,,,,,Project,"-20.092030,31.621210",Approximate,,,2023,,
Resource Mining Corporation Limited,4483894,Public,Australia,No,Resource Mining Corporation Limited,Tammela,"Arolanmaki, Forssa, Hervikallio, Hirvikallio, Kietyonmaki, Luutasuo, Main Dyke, Penikoja, Peramaki, Riukka, Satulinmaki, Somero, Torkkomaki",41781,,,0,United Lithium Corp.,Finland,1.3 Moderate,Target Outline,Active,"Lithium, Tin, Tantalum, Gold, Niobium, Caesium",Lithium,,,,,Project,"60.748140,23.472230",Exact,,,,,
Revotech Asia Limited,570004712,Private,Hong Kong,No,Revotech Asia Limited,Sal de los Angeles,"Angeles, Diablillos, Diabrilos, Lake Angeles, Salar de Diablillos, SDLA, Yantian",37628,,46.0,46,Tibet Summit Rsrc HongKong Ltd,Argentina,2.7 High,Preproduction,Active,"Lithium, Potash",Lithium,828563.0,tonnes,13429.3,6/30/18,Brine,"-25.244720,-66.748330",Exact,,,,2035,
Ricca Resources Limited,716991527,Private,Australia,No,Ricca Resources Limited,Atex,,90923,,,0,Firering Strategic Minerals Pl,Cote d'Ivore,2.2 Elevated,Target Outline,Active,"Lithium, Tantalum, Niobium, Gold ",Lithium,,,,,Project,"9.879310,-6.492080",Exact,,,,,
Rich Resource Investments Ltd,383677085,Private,Australia,No,Rich Resource Investments Ltd,Mavis Lake,"Coates, Drope, East Drope, Fairservice, Gullwing, Gullwing-Tot, K498290, Little Wing, Lower Zone, Main Zone, Main Zone East, Mavis, Mavis Lake East, Mavis Lake Main, Mavis Lake/Fairservice, Mavis Lake-Fairservice, Pegmatite 1, Pegmatite 17, Pegmatite 18, Pegmatite 6, Pegmatite 9, South Zone, Swell, Tot",37599,,,0,Critical Resources Ltd.,Canada,1.4 Moderate,Prefeas/Scoping,Active,"Lithium, Spodumene, Tantalum, Caesium, Rubidium, Potash, Tin",Lithium,86000.0,tonnes,1393.9,5/5/23,Project,"49.814600,-92.661020",Exact,,,,,
Rio Tinto Group,299199,Public,United Kingdom,No,Rio Tinto Group,Salar del Rincon,"Rincon, Rincon Salar",36162,,100.0,100,Rio Tinto Group,Argentina,2.7 High,Production - Operating,Active,"Lithium, Potash",Lithium,3371100.0,tonnes,54638.8,2/24/16,Brine,"-24.057500,-67.120000",Exact,,,2025,2068,
Rio Tinto Group,299199,Public,United Kingdom,No,Rio Tinto Group,Jadar,"LJZ, Lower Jadarite Zone, Middle Jadarite Zone, MJZ, UJZ, Upper Jadarite Zone",36866,,100.0,100,Rio Tinto Group,Serbia,2.2 Elevated,Feasibility Started,Active,"Lithium, Borates",Lithium,2581000.0,tonnes,41832.8,12/31/22,Underground,"44.537070,19.339210",Exact,,,2027,,
Riversgold Limited,533321392,Public,Australia,No,Riversgold Limited,Tambourah,"Bengal, E45/5721, E45/5983, E45/6115, Hawkstone, Lion, Logans Find, Lone Star, LTP01, P45/3135, P45/3153, Ragdoll, Shaw Mullock, Trafalgar",89413,,100.0,100,Riversgold Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Caesium, Tantalum, Gold, Copper",Lithium,,,,,Project,"-21.751520,119.223770",Exact,,,,,
Rock Tech Lithium Inc.,3182381,Public,Canada,No,Rock Tech Lithium Inc.,Georgia Lake,"Aumacho, Aumacho River, Camp 38, Conway, Conway East, Cosgrave Lake, Foster-Lew, Harricana, Jean Lake, Line 20, Line 60, Main Zone North, Main Zone Southwest, McVittie, MNW, MZN, MZSW, Nama Creek, Newkirk-Vegan, Parole Lake, West",39374,,100.0,100,Rock Tech Lithium Inc.,Canada,1.4 Moderate,Prefeas/Scoping,Active,"Lithium, Spodumene",Lithium,135300.0,tonnes,2192.9,7/31/22,"Open Pit, Underground","49.443180,-87.996030",Exact,,,,,
SCR-Sibelco N.V.,5774750,Private,Belgium,No,SCR-Sibelco N.V.,Separation Rapids,"Big Whopper, BWP, Paterson Lake, Snowbank, West Pegmatite",38736,,60.0,60,SCR-Sibelco N.V.,Canada,1.4 Moderate,Prefeas/Scoping,Active,"Lithium, Tantalum, Rubidium, Caesium",Lithium,175000.0,tonnes,2836.4,8/7/23,Open Pit,"50.266000,-94.582580",Exact,,,2026,,
SCR-Sibelco N.V.,5774750,Private,Belgium,No,SCR-Sibelco N.V.,Paterson Lake,"Glitter, Rattler, Wolf",77296,,60.0,60,SCR-Sibelco N.V.,Canada,1.4 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"50.282450,-94.604580",Exact,,,,,
SMG S.R.L.,715207742,Private,Italy,No,SMG S.R.L.,Salar De Arizaro,"Argento, Arizaro, Arizaro Area IV, Arizaro IV, SALARI 07, SALARI 08, The Salar, TOLAR 02, TOLAR 05, TOLAR 06, TOLAR 10",87450,,20.0,20,Lithium Chile Inc.,Argentina,2.7 High,Prefeas/Scoping,Active,Lithium,Lithium,1665288.0,tonnes,26991.0,4/9/24,Brine,"-24.770140,-67.709720",Exact,,,2028,2047,
SOQUEM Inc.,1051323,Private,Canada,Yes,Province de Quebec (state),Galinee,"Adina Main, Gamora",90833,,50.0,50,Azimut Exploration Inc.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Gold",Lithium,,,,,Project,"53.212500,-72.329165",Exact,,,,,
Investissement Québec,3768998,Private,Canada,Yes,Province de Quebec (state),Moblan,"East Moleon, Inter Pegmatite, Inter Zone, Lac Albert, Main Sill, Main Zone, Moblan East, Moblan Main Dyke, Moblan South, Moblan West, Mobulang, Moleon, Moleon Pegmatite, New South, South East Extension, South Pegmatite, South Zone",37468,,40.0,40,Elevra Lithium Limited,Canada,1.4 Moderate,Feasibility Complete,Active,"Lithium, Iron Ore, Spodumene",Lithium,1130300.0,tonnes,18319.9,1/24/24,Open Pit,"50.730020,-74.899880",Exact,,,2027,2047,
"Sacyr, S.A.",876917,Public,Spain,No,"Sacyr, S.A.",San Jose,"PIAV, PIV, Valdeflorez",77559,,,0,Infinity Lithium Corp. Ltd.,Spain,1.9 Elevated,Feasibility Started,Active,"Lithium, Tin, Tungsten, Caesium",Lithium,680000.0,tonnes,11597.5,8/22/19,"Open Pit, Underground","39.459480,-6.336740",Exact,,,2025,2051,
Savannah Resources Plc,114596012,Public,United Kingdom,No,Savannah Resources Plc,Mina do Barroso,"Aldeia, Aldeia B, Alto da Misarela, Alto do Cortico, Altos da Urreta, Barroso, Big Guy, Bigao, Boticas, Boticas/Carvalhelhos, C-100, Campo de Futebol, Carreira da Lebre, Carvalha da Bacora, Covas do Barroso, Dornelas, Grandao, Grandao Extended, Great, Lavaria, Mdb, Montalegre, NOA, Noa/Reservoir, Noah, Noroeste Nucleus, Piagro Negro, Piegro Negro, Pine, Pinheiro, Reservatorio, Reservoir, Romainho, Romano, Serra do Pinheiro",78963,,100.0,100,Savannah Resources PLC,Portugal,1.7 Elevated,Feasibility Started,Active,"Lithium, Tantalum, Iron Ore, Spodumene",Lithium,293400.0,tonnes,4755.4,6/12/23,Open Pit,"41.604820,-7.763480",Exact,,,2026,2040,
Elevra Lithium Limited,11235445,Public,Australia,No,Elevra Lithium Limited,Moblan,"East Moleon, Inter Pegmatite, Inter Zone, Lac Albert, Main Sill, Main Zone, Moblan East, Moblan Main Dyke, Moblan South, Moblan West, Mobulang, Moleon, Moleon Pegmatite, New South, South East Extension, South Pegmatite, South Zone",37468,,60.0,60,Elevra Lithium Limited,Canada,1.4 Moderate,Feasibility Complete,Active,"Lithium, Iron Ore, Spodumene",Lithium,1130300.0,tonnes,18319.9,1/24/24,Open Pit,"50.730020,-74.899880",Exact,,,2027,2047,
Elevra Lithium Limited,11235445,Public,Australia,No,Elevra Lithium Limited,Barraute,"Baillarge, Baillarge Est, Baillarge Est Showing, Baillarge Lake, Baillarge North, Chemin du Lac Legendre, Chubb, Duval, East Vallee, La Corne, Lac Baillarge, Lacorne, Preissac-La Corne, Vallee, Valley",37786,,,0,Consolidated Lithium Metals In,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Molybdenum, Spodumene",Lithium,,,,,Project,"48.315100,-77.973440",Exact,,,,,
Elevra Lithium Limited,11235445,Public,Australia,No,Elevra Lithium Limited,Mallina,"Area C, A-Zone, Berghaus, Discovery, E47/2983, E47/3475, E47/4342, E47/4489, E47/4490, E47/4491, Eastern No.1, Eastern No.2, Eastern No.3, Eastern Pegmatite No. 2, Eastern Pegmatite No.3, Hockey, Mallina West, Millindinna, Pegmatite 2, Pegmatite 3, Poverty, Satirist, Sherlock River, Tabba Tabba, The Sisters, Wattle Plains, Withnell, Wohler",79138,,49.0,49,Morella Corp.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Gold, Copper, Zinc, Lead, Silver",Lithium,,,,,Project,"-21.052080,118.018800",Exact,,,,,
Elevra Lithium Limited,11235445,Public,Australia,No,Elevra Lithium Limited,Tabba Tabba,"Deep Well, E45/2364, E45/4703, E45/4716, E45/4726, E47/3802, E47/3829, E47/3950, Friendly Creek, Mount Dove, Mt Dove, Northern, Northern River, Red Rock, Roadside, Tabba Tabba East, Turley, Turley‐Roadside, West Wodgina, Wodgina West",81165,,49.0,49,Morella Corp.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Tin, Tantalum, Gold",Lithium,,,,,Project,"-20.721810,118.888380",Exact,,,,,
Elevra Lithium Limited,11235445,Public,Australia,No,Elevra Lithium Limited,Mt Edon,E59/2092,91783,,49.0,49,Morella Corp.,Australia,1.4 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"-29.362050, 117.657550",Exact,,,,,
Scorpion Minerals Limited,32671358,Public,Australia,No,Scorpion Minerals Limited,Poona,"Aga Khan, Callies Soak, Coodardy North, Doreen, E20/854, E20/885, E20/896, E20/963, E20/964, EL20/885, EL20/896, EL20/963, EL20/964, Great Eastern, Jackson’s Reward, Jacksons Reward, Kyarra, Mindoolah, Moghul, Mughal, Naga, Panjshir, Patons Lode, Perses, Pharos, Poona East, Poona Reward, Poona West, Raj, The Raj",76965,,100.0,100,Scorpion Minerals Ltd,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Caesium, Tantalum, Rubidium, Nickel, Copper, Cobalt, Plantinum, Palldium, Gold, Beryllium, Niobium, Tin, Tungsten",Lithium,,,,,Project,"-27.119370,117.443420",Exact,,,,,
Scorpion Minerals Limited,32671358,Public,Australia,No,Scorpion Minerals Limited,Youanmi,"57/1049, 57/1056, E57/1049, E57/1056, E57/1202, E57/1377, E57/978",83450,,100.0,100,Scorpion Minerals Ltd,Australia,1.4 Moderate,Reserves Development,Active,"Lithium, Vanadium, Palladium, Platinum, Nickel, Coper, Zinc, Silver, Gold, Caesium, Tantalum, Niobium",Lithium,,,7679.9,05/21/2019,Project,"-28.620780,118.725030",Exact,,,,,
Sentinel Exploration Limited,1676822139,Private,Canada,No,Sentinel Exploration Limited,Kirup,"Cobra, E70/5452, E70/6603, E70/6626, E70-5452, Falcon, Mustang, Thunderbird",91106,,30.0,30,Kula Gold Ltd.,Australia,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"-33.823660,115.835410",Exact,,,,,
